Όνομα,Απόσταση από νοσοκομείο,Αστέρια,Ιστοσελίδα,E-Mail,Τηλέφωνο,Αριθμός Φαξ,Πόλη,Διεύθυνση,Ταχυδρομικός Κώδικας,Τηλέφωνο 2,Εναλλακτικό Τηλέφωνο,Εναλλακτικό Φαξ
ΘΑΛΑΣΣΑ,"


0.5 Χλμ
",3,www.thalasahotel.gr,info@thalasahotel.gr,22260-60200,22260-60721,Λουτρά Αιδηψού,28ΗΣ ΟΚΤΩΒΡΙΟΥ 16,343 00,,6944-573961,
ΘΑΛΑΣΣΑ,,3,,,22660-32050,,Παραλία Τολοφώνος,,330 58,,,
ΘΑΛΑΣΣΑ ΚΑΡΥΣΤΟΥ,"


1.5 Χλμ
",2,www.karistosmare.gr,info@karystosmare.gr,22240-24991,22240-26079,Κάρυστος,ΑΝΑΤΟΛ.ΠΕΡΙΜΕΤΡΙΚΗ 7,340 01,22240-25005,2224-022465,
ΘΑΛΑΤΤΑ ΠΑΡΑΘΑΛΑΣΣΙΟ,"


20 Χλμ
",4,www.thalattahotel.gr,come@thalattahotel.gr,22270-97397,22270-97398,Αγία Άννα,ΠΑΡΑΛΙΑ ΑΓΙΑΣ ΑΝΝΑΣ,340 10,,210-3615844,210-3606738
ΘΑΛΕΙΑ,,1,,thaliafalaina@hotmail.com,22350-80783,,Καμένα Βούρλα,ΠΑΝΟΥΡΓΙΑ 12,350 08,6977952297,210-6135637,
ΘΕΑ,,3,www.marmarithea.gr,hotel@marmarithea.gr,2224032306,,Μαρμάρι,,34013,,,
ΘΕΑΣΙΣ,,3,www.hoteltheasis.gr,hoteltheasis@gmail.com,26340-91533,26340-91533,Σεργούλα,ΣΕΡΓΟΥΛΑ ΕΥΠΑΛΙΟΥ ΦΩΚΙΔΑΣ,330 56,,,
ΘΕΜΙΣ,"


0.3 Χλμ
",2,,themis.txe@gmail.com,22260-22404,,Λουτρά Αιδηψού,ΘΕΡΜΟΠΟΤΑΜΟΥ 8,343 00,22260-22044,21-07779723,
ΘΕΡΜΑΙ ΣΥΛΛΑ,"


15 Χλμ
",5,www.thermaesylla.gr,info@thermaesylla.gr,22260-60100,22260-22055,Λουτρά Αιδηψού,ΠΟΣΕΙΔΩΝΟΣ 2,343 00,,2102110601,2102110603
ΘΕΡΜΟΠΥΛΑΙ,"


0.5 Χλμ
",1,HOTEL-THERMOPYLES.gr,zoi-taki@otenet.gr,22310-21366,,Λαμία,ΡΟΖΑΚΗ ΑΓΓΕΛΗ 36,351 00,22310-26393,,
ΘΟΛΟΣ,"


0.25 Χλμ
",2,www.tholoshotel.com,hotel_tholos@yahoo.gr,22650-82268,,Δελφοί,ΑΠΟΛΛΩΝΟΣ 31,330 54,,2265-082268,
ΙΑΣΜΟΣ,,3,www.trizonia-iasmos.gr,info@trizonia-iasmos.gr,22660-71301,22660-71177,Τριζόνια,,330 58,,,
ΙΚΑΡΟΣ,"


0.4 Χλμ
",2,,,22260-22098,22260-60500,Λουτρά Αιδηψού,ΘΕΡΜΟΠΟΤΑΜΟΥ 14,343 00,22260-24118,,
ΙΛΙΟΝ,"


0.02 Χλμ
",2,www.@ilionspahotel.gr,info@ilionspahotel.gr,22260-22390,,Λουτρά Αιδηψού,ΦΙΛΕΛΛΗΝΩΝ 41,343 00,22260-22690,2310-341631,
ΙΟΝ,"


0.2 Χλμ
",2,,pennykaltsi@yahoo.com,2235022707,2235022707,Καμένα Βούρλα,ΑΘΑΝ.ΔΙΑΚΟΥ 5,350 08,2231061159,,
ΙΠΠΟΚΑΜΠΟΣ,,2,,,22330-91663,,Αρκίτσα,ΛΙΒΡΙΧΙΟ,352 00,,,
ΙΣΤΙΑΙΑ,"


0.5 Χλμ
",3,http://www.istiaiahotel.com/istiaia-hotel.html,kaloustparagamian@gmail.com,22260-22049,22260-24444,Λουτρά Αιδηψού,ΟΔΟΣ ΞΗΡΟΧΩΡΙΟΥ,343 00,22260-22309,,
ΙΦΙΓΕΝΕΙΑ,"


1 Χλμ
",2,www.kamena-vourla.com/ifigenia.htm,ifigeniakamena@yahoo.gr,2235022229,,Καμένα Βούρλα,ΚΝΗΜΙΔΟΣ 2,350 08,2235023516,2235-022229,
ΚΑΒΟΣ ΦΩΚΙΔΟΣ,,3,www.cavosfokidos.gr,info@cavosfokidos.gr,26340-38319,,Χιλιαδού,ΘΕΣΗ ΣΟΥΔΑ-ΡΟΓΚΑΔΕΣ,330 56,26347-74825,,
ΚΑΖΑ ΛΑΪΟΣ,"


12 Χλμ
",2,www.casa-laios-hiliadou.gr,velioslaios@gmail.com,22280-24333,22210-83876,Παραλία Χιλιαδού,,340 14,,2221-075754,2221-083876
ΚΑΛΑΦΑΤΗ,"


1 Χλμ
",3,www.hotelkalafati.gr,contact@hotelkalafati.gr,22650-32294,22650-32986,Ιτέα,ΙΤΕΑ,332 00,22650-32295,,
ΚΑΛΛΙΘΕΑ,"


20 Χλμ
",2,www.hotelkallithea.gr,info@hotelkallithea.gr,2226024076,2226024350,Λουτρά Αιδηψού,ΗΡΩΩΝ ΠΟΛΥΤΕΧΝΕΙΟΥ 16,343 00,6977140780,6932932639,
ΚΑΛΛΙΠΟΛΙΣ,"


0.1 Χλμ
",3,,hotel_kallipolis@hotmail.gr,22660-22880,22660-22700,Λιδωρίκι,ΛΙΔΟΡΙΚΙ Ν.ΦΩΚΙΔΑΣ,330 53,6944-560161,,
ΚΑΛΥΨΩ,"


17 Χλμ
",2,,vitiniot@otenet.gr,22260-24744,22260-24003,Λουτρά Αιδηψού,ΗΡΑΚΛΕΟΥΣ 89,343 00,22260-24003,21-09716767,21-09702018
ΚΑΜΙΝΟΣ ΘΕΡΕΤΡΟ,,4,www.kaminoshotel.com,info@kaminoshotel.com,22270-31000,22270-31178,Λίμνη,ΒΟΡΙΑ ΡΕΜΜΑ ΛΙΜΝΗΣ,340 05,22270-31470,,
ΚΑΜΠΑΝΕΣ,,4,www.clubagiaanna.gr,info@clubagiaanna.gr,22270-97250,22270-97100,Αγία Άννα,ΠΑΡΑΛΙΑ ΑΓΙΑΣ ΑΝΝΑΣ,340 10,2103602202,,
ΚΑΝΔΗΛΙ,,3,,info@candili.gr,22270-41298,,Προκόπι,,340 04,,,
ΚΑΝΤΡΙ ΚΛΑΜΠ ΧΟΤΕΛ ΚΑΙ ΣΟΥΙΤΕΣ,"


5 Χλμ
",2,https://acrosshotels.gr/countryclubhotel/,countryclub@across.gr,22370-41582,2310476132,Νέο Μικρό Χωριό,ΝΕΟ ΜΙΚΡΟ ΧΩΡΙΟ ΕΥΡΥΤΑΝΙΑ,360 75,22370-41372,2310476131,2310476132
ΚΑΠΟΛΟΣ,"


20 Χλμ
",3,www.kapolos.gr,info@kapolos.gr,22260-23331,2226023332,Λουτρά Αιδηψού,ΕΡΜΟΥ 80,343 00,22260-23371,2226-060301,
ΚΑΠΡΙ,"


20 Χλμ
",2,,,22260-22496,,Λουτρά Αιδηψού,Λ.ΑΙΔΗΨΟΥ ΕΥΒΟΙΑΣ,343 00,22260-23296,6946-132220,
ΚΑΠΤΑΙΝ ΤΖΙΜΗΣ,"


20 Χλμ
",2,,,26340-91050,26340-91051,Μαραθιάς,ΜΑΡΑΘΙΑ ΦΩΚΙΔΑΣ,330 56,26340-91234,2634-091234,2634-091051
ΚΑΡΑΧΑΛΙΟΣ,,3,,gkarach@otenet.gr,22340-51116,,Πολύδροσος,ΠΟΛΥΔΡΟΣΟ ΠΑΡΝΑΣΙΔΟΣ,330 51,22340-51773,,
ΚΑΡΥΣΤΕΙΟΝ,"


0.5 Χλμ
",2,www.karystion.gr,info@karystion.gr,22240-22191,22240-22727,Κάρυστος,ΚΑΡΥΣΤΟΣ,340 01,22391,2224-022465,2224-022727
ΚΑΡΥΣΤΟΣ ΝΗΣΑΚΙ,"


4 Χλμ
",3,,nisaki@otenet.gr,22240-26108,22240-25321,Αετός,,340 01,,,
ΚΑΣΤΑΛΙΑ,"


15 Χλμ
",4,www.kastaliahotel.gr,management@kastaliahotel.gr,2265082205,,Δελφοί,ΒΑΣΙΛΕΩΣ ΠΑΥΛΟΥ & ΦΡΕΙΔΕΡΙΚΗΣ 13,330 54,,210-6983833,210-6983388
ΚΑΣΤΑΝΕΑ,,3,www.kastanea.gr,info@kastanea.gr,22370-21210,,Άγιος Νικόλαος,,361 00,,,
ΚΑΣΤΕΛΟ ΡΟΣΣΟ,"


5 Χλμ
",3,www.castellorosso-hotel.gr,castellorosso_hotel@hotmail.gr,22240-41547,22240-41780,Νέα Στύρα,Ν.ΣΤΥΡΑ ΕΥΒΟΙΑΣ,340 15,,2224-041547,2224-041780
ΚΑΣΤΡΙ,"


0.25 Χλμ
",2,www.hotel-castri.com,avgeri@hotel-castri.com,22650-82238,22650-82322,Δελφοί,ΣΥΓΓΡΟΥ 23,330 54,210-9624317,21-09624317,21-09623816
ΚΑΣΤΡΙ,"


20 Χλμ
",2,www.hotelkastri.gr,hotelkastri@hotmail.gr,22260-23516,22260-24137,Λουτρά Αιδηψού,ΠΛΑΤΑΝΩΝ 4,343 00,22260-24137,21-05571237,
ΚΑΣΤΡΙ ΕΝΑ,,2,www.hotel-castri.com,avgeri@hotel-castri.com,2265082236,,Δελφοί,ΣΥΓΓΡΟΥ 21,33054,,,
ΚΑΣΤΡΟ ΛΙΛΑΙΑΣ,"


10 Χλμ
",3,www.kastrolilaias.gr,marianthie_87@hotmail.com,22340-51320,22340-52068,Γραβιά,ΓΡΑΒΙΑ ΛΙΛΑΙΑ ΦΩΚΙΔΟΣ,330 57,,2234-051323,2234-052077
ΚΑΤ.ΕΛ,"


2.5 Χλμ
",2,,apythoulas@gmail.com,22260-22589,,Λουτρά Αιδηψού,ΠΑΡΑΛΙΑΚΗ ΑΓ.ΝΙΚΟΛΑΟΥ,343 00,,2221-081735,2221-081705
ΚΑΤΕΡΙΝΑ,"


0.05 Χλμ
",1,,katerinahoteledipsos@gmail.com,22260-23020,22260-23666,Λουτρά Αιδηψού,ΦΙΛΕΛΛΗΝΩΝ 12,343 00,22260-23060,2226-023060,2226-023666
ΚΑΤΕΡΙΝΑ,"


14 Χλμ
",2,,info@amarynthosresort.com,22290-36502,,Βασιλικό,,340 08,,,
ΚΑΤΕΡΙΝΑ,"


18 Χλμ
",2,www.bungalowskaterina.gr,info@bungalowskaterina.gr,22270-71204,22270-71396,Ροβιές,ΡΟΒΙΕΣ ΕΥΒΟΙΑΣ,340 05,,2227-071204,2227-071396
ΚΑΤΕΡΙΝΑ,"


0.03 Χλμ
",2,www.hotelkaterina.gr,,22310-83009,22310-26804,Παύλιανη,ΠΑΥΛΙΑΝΗ ΦΘΙΩΤΙΔΑΣ,351 00,22310-34618,,
ΚΕΝΤΡΙΚΟΝ,"


20 Χλμ
",3,www.kentrikonhotel.com,info@kentrikonhotel.com,22260-22302,22260-22046,Λουτρά Αιδηψού,25ΗΣ ΜΑΡΤΙΟΥ 14,343 00,22260-22502,2226-023060,2226-022046
ΚΕΝΤΡΙΚΟΝ,"


0.5 Χλμ
",2,,kentrikonhalkida@gmail.com,22210-22375,22210-62849,Χαλκίδα,ΑΓΓΕΛΗ ΓΟΒΙΟΥ 5,341 00,22210-27260,,
ΚΝΩΣΣΟΣ,"


22 Χλμ
",2,,,22260-22460,22260-22175,Λουτρά Αιδηψού,ΒΥΖΑΝΤΙΝΩΝ ΑΥΤΟΚΡΑΤΟΡΩΝ 19,343 00,,,
ΚΟΡΑΛΙ,"


25 Χλμ
",1,,,22260-22646,,Λουτρά Αιδηψού,ΛΟΥΤΡΑ ΑΙΔΗΨΟΥ,343 00,,2226-023675,
ΚΟΡΑΛΙ,"


5 Χλμ
",2,www.coralihotel.gr,info@coralihotel.gr,22220-22212,22220-23353,Κύμη,ΚΥΜΗ ΕΥΒΟΙΑΣ,340 03,,,
ΚΟΡΑΛΙ,"


0.02 Χλμ
",3,www.corali.gr,almiropotamoskorali@yahoo.gr,22230-54014,,Κάρυστος,ΑΛΜΥΡΟΠΟΤΑΜΟΣ,340 15,6934-326700,6934-326700,6932396020
ΚΟΥΚΟΝΑΣ,"


30 Χλμ
",2,www.koukonas.gr,info@koukonas.gr,2265041179,22650-41179,Γαλαξίδι,ΓΑΛΑΞΕΙΔΙ ΦΩΚΙΔΑΣ,330 52,,,
ΚΟΥΡΟΣ,"


20 Χλμ
",3,www.kouroshotel.gr,htlkouros@gmail.com,2265-082629,2265-082843,Δελφοί,Β.ΠΑΥΛΟΥ  &  ΦΡΕΙΔΕΡ.58,330 54,,,
ΚΟΥΤΡΙΑΡΗΣ,"


0.5 Χλμ
",1,,ikoutriaris@yahoo.gr,2267-022268,2267-022267,Δίστομο,ΠΛΑΤ.ΕΘΝΙΚΗΣ ΑΝΤΙΣΤΑΣΗΣ 6,320 05,2267-022511,,
ΚΡΟΚΥΛΕΙΟ,"


1 Χλμ
",1,www.krokilio.gr,krokilio.gr@gmail.com,22660-41500,22660-41150,Κροκύλειο,ΚΡΟΚΥΛΕΙΟ ΦΩΚΙΔΑΣ,330 61,22660-41501,,
ΚΤΗΜΑ ΚΑΡΑΣΣΟΥ,"


2 Χλμ
",3,www.ktimakarassou.gr,info@ktimakarassou.gr,22350-24370,22350-24371,Καινούργιο,ΠΑΡΑΛΙΑ,350 09,,,
ΚΥΑΝΗ ΑΚΤΗ,"


10 Χλμ
",2,,Kyaniakti2010@gmail.com,22260-31083,22260-31278,Αγιόκαμπος,,343 00,,,
ΚΥΚΛΑΜΙΝΟ,,3,,korys@otenet.gr,22370-21101,22370-21317,Κορυσχάδες,ΚΟΡΥΣΧΑΔΕΣ ΚΑΡΠΕΝΗΣΙΟΥ,361 00,,,
ΚΥΝΑΙΟΝ,"


0.2 Χλμ
",1,,thanasisjj@hotmail.gr,22260-33066,,Άγιος Γεώργιος,,343 00,22260-33145,2226-033145,
ΚΥΠΡΑΙΟΣ,"


35 Χλμ
",2,http://hotelkypreos.gr/,renakypreou@gmail.com,22350-22315,22350-22915,Καμένα Βούρλα,ΓΕΡΑΣΙΜΟΥ ΒΑΣΙΛΕΙΑΔΗ 79,350 08,22350-23075,,
ΚΥΠΡΙΑΝΟΣ,"


18 Χλμ
",2,,kiprianoshotel@gmail.com,22260-24114,,Λουτρά Αιδηψού,ΗΡΑΚΛΕΟΥΣ 85,343 00,,,
ΚΥΡΙΑΚΗ,"


0.15 Χλμ
",4,https://www.sunday-hotel.gr/en/,dimitrispagkakis@gmail.com,22240-41300,,Νέα Στύρα,,340 15,22240-41320,2224-041300,2224-041205
ΚΥΡΙΑΚΗ,"


1 Χλμ
",4,www.xenonaskiriaki.gr,info@xenonaskiriaki.gr,22340-29011,22340-29012,Αμφίκλεια,ΑΜΦΙΚΛΕΙΑ ΦΘΙΩΤΙΔΑΣ,350 02,,,
ΚΩΝΙΣΚΟΣ,"


2 Χλμ
",3,koniskos.gr,koniskos@gmail.com,22370-21545,22370-21535,Γοριανάδες,ΓΟΡΙΑΝΑΔΕΣ ΚΑΡΠΕΝΗΣΙΟΥ,361 00,22370-21535,,
ΛΑΙΝΑΣ,"


17 Χλμ
",1,,,22310-59550,,Λουτρά Υπάτης,ΛΟΥΤΡΑ ΥΠΑΤΗΣ,350 16,,2231-038906,
ΛΕΒΑΔΕΙΑ,,4,www.levadiahotel.gr,info@levadiahotel.gr,22610-23611/7,22610-28266,Λιβαδειά,ΠΛ.ΛΑΜΠΡΟΥ ΚΑΤΣΩΝΗ 4,321 00,,,
ΛΕΥΚΑΝΤΙ,"


2 Χλμ
",2,www.hotel-lefkadi.gr,info@hotel-lefkadi.gr,22210-51875,22210-55990,Βασιλικό,,340 02,22210-50775,,
ΛΕΥΚΟΝ ΟΡΟΣ,"


0.5 Χλμ
",1,,,22370-80330,22370-80332,Καρπενήσι,ΕΘΝΙΚΗΣ ΑΝΤΙΣΤΑΣΕΩΣ 2,361 00,22370-22322,,
ΛΕΦΑΣ,,3,https://hotel-lefas-delphi.ibooked.gr/,lefashotelrestaurant@hotmail.com,22650-82324,22650-82601,Δελφοί,ΒΑΣΙΛΕΩΣ ΠΑΥΛΟΥ 17,330 54,22650-82874,,
ΛΕΩΝΙΔΑΣ,"


0.3 Χλμ
",1,,d1zigouros@gmail.com,22340-22544,22340-22234,Αμφίκλεια,ΑΜΦΙΚΛΕΙΑ,350 02,22340-22234,,
ΛΗΔΑ,"


0.1 Χλμ
",1,,,22350-22267,,Καμένα Βούρλα,ΓΕΡΑΣΙΜΟΥ ΒΑΣΙΛΕΙΑΔΗ 3,350 08,,2235-022267,
ΛΗΤΩ,"


22 Χλμ
",3,www.litohotel.gr,litotel1@otenet.gr,22260-22204,22260-22081,Λουτρά Αιδηψού,ΕΡΜΟΥ 25,343 00,22260-22274,,
ΛΗΤΩ,,3,www.leto-delphi.gr,info@leto-delphi.gr,22650-82302,22650-82303,Δελφοί,ΑΠΟΛΛΩΝΟΣ 15,330 54,,,
ΛΙΒΡΙΧΙΟ,,2,,,22330-91663,,Αρκίτσα,ΛΙΒΡΙΧΙΟ,352 00,,,
ΛΙΜΝΗ,"


0.01 Χλμ
",2,,hlimni@otenet.gr,22270-31316,,Λίμνη,ΛΙΜΝΗ ΕΥΒΟΙΑΣ,340 05,,2227-031378,
ΛΟΥΛΑ,"


1 Χλμ
",2,www.hotelloula.gr,hotel.loula@gmail.com,22350-22784,22350-22784,Καμένα Βούρλα,28ΗΣ ΟΚΤΩΒΡΙΟΥ 8,350 08,6978365863,6977732796,2235022784
ΛΟΥΞ,"


0.1 Χλμ
",2,www.hotel-lux.gr,luxipati@gmail.com,22310-59551,22310-59520,Λουτρά Υπάτης,ΛΟΥΤΡΑ ΥΠΑΤΗΣ,350 16,,,
ΛΟΥΣΥ,"


0.5 Χλμ
",4,www.lucy-hotel.gr,reception@lucy-hotel.gr,22210-23831,22210-22051,Χαλκίδα,Λ.ΒΟΥΔΟΥΡΗ 10,341 00,22210-23835,2221-023831,2221-022631
ΛΥΚΟΥΡΕΣΙ ΧΩΡΙΟ,"


2 Χλμ
",2,www.likouresivillage.gr,lykvilla@otenet.gr,22370-80702,22370-80703,Καρπενήσι,ΚΑΤΩ ΜΕΣΟΧΩΡΑ - ΚΑΡΠΕΝΗΣΙ,361 00,6974-962328,,
ΛΥΚΩΡΕΙΑ,"


0.2 Χλμ
",4,www.likoria.gr,info@likoria.gr,2267031180,22670-32590,Αράχοβα,ΑΡΑΧΩΒΑ ΒΟΙΩΤΙΑΣ,320 04,2267032132,,
ΜΑΓΔΑ,"


0.3 Χλμ
",2,,spyros_ag@yahoo.com,22260-22519,,Λουτρά Αιδηψού,ΗΡΑΚΛΕΟΥΣ 34,343 00,22260-22937,2226-022519,
ΜΑΚΚΑΣ,"


5 Χλμ
",2,,hotelmakkas@yahoo.gr,22370-31350,22370-31350,Κρέντης,,360 71,,,
ΜΑΜΑΣ,"


2 Χλμ
",2,,,22240-24387,,Κάρυστος,ΚΑΡΥΣΤΟΣ,340 01,22240-24388,2224-022096,
ΜΑΝΟΛΙΑ,"


20 Χλμ
",2,www.hotel-magnolia.gr,antigoni@hotel-magnolia.gr,22260-23955,22260-23952,Λουτρά Αιδηψού,ΘΕΡΜΟΠΟΤΑΜΟΥ  &  ΦΙΛΕΛΛΗΝΩΝ,343 00,,2461-031313,2461-035955
ΜΑΝΤΕΙΟΝ,"


0.25 Χλμ
",2,,,22650-82326,,Δελφοί,ΒΑΣΙΛΕΩΣ ΠΑΥΛΟΥ 14,330 54,22650-82691,2265-082691,2265-082695
ΜΑΡΑΒΙΛΙΑ ΑΡΤ,,2,,maravellia.arthotel@gmail.com,22260-60525,2226060525,Λουτρά Αιδηψού,ΛΟΥΤΡΑ ΑΙΔΗΨΟΥ,343 00,,,
ΜΑΡΒΗ,"


0.05 Χλμ
",2,,tragogiannis@gmail.com,22350-22377,22350-22377,Καμένα Βούρλα,ΑΓ.ΝΙΚΟΛΑΟΥ 22,350 08,,,
ΜΑΡΓΚΙΤ,"


2 Χλμ
",3,www.margit.gr,info@margit.gr,22370-25646,22370-22580,Καρπενήσι,ΠΑΡΟΔΟΣ ΧΡΥΣΗΣ ΚΑΤΣΑΜΠΑ,361 00,,,
ΜΑΡΙΑ,"


2 Χλμ
",3,,plitsosnikos2@yahoo.gr,22670-31803,22670-31069,Αράχοβα,ΑΡΑΧΩΒΑ ΒΟΙΩΤΙΑΣ,320 04,,,
ΜΑΡΙΑ-ΛΟΥΙΖΑ,,3,www.marialouiza.gr,marialouizahotel@gmail.com,22260-40541,22260-41686,Πευκί,ΠΕΥΚΙ ΕΥΒΟΙΑΣ,342 00,22260-40542,210-7669882,
ΜΑΡΜΑΡΙ,"


12 Χλμ
",3,www.marmaribay.gr,info@marmaribay.gr,22240-31301,22240-31303,Μαρμάρι,ΜΑΡΜΑΡΙ ΕΥΒΟΙΑΣ,340 13,22240-31302,2224-031301,2224-031303
ΜΕΛΕΓΟΣ,"


4 Χλμ
",3,,,22370-25578,22370-23538,Άγιος Νικόλαος,4  ΚΑΡΠΕΝΗΣΙ ΛΑΜΙΑΣ,361 00,,,
ΜΕΛΕΤΙΟΥ,"


1 Χλμ
",2,www.hotelmeletiou.gr,meletiou@windowslive.com,22620-27333,22620-23334,Θήβα,ΕΠΑΜΕΙΝΩΝΔΟΥ 58,322 00,22620-22111,,
ΜΕΛΙΚΑΡΙ,"


1.5 Χλμ
",2,www.melikari.com,melikari@otenet.gr,22220-91421,22220-92421,Σκύρος,ΣΤΕΝΟΣ ΚΑΜΠΟΣ ΣΚΥΡΟΥ,340 07,22220-92421,,
ΜΕΡΣΕΣ,"


2 Χλμ
",2,www.merses.gr,info@merses.gr,22370-41444,22370-41111,Μικρό Χωριό,ΜΙΚΡΟ ΧΩΡΙΟ ΕΥΡΥΤΑΝΙΑΣ,360 75,,,
ΜΕΣΟΣΤΡΑΤΙ,,3,www.mesostrati.com,athinabzevgoula@yahoo.gr,22370-41118,,Μεγάλο Χωριό,,361 00,,,
ΜΕΤΟΧΙ,"


2.5 Χλμ
",3,www.metohi-chalet.gr,metohi.chalet@gmail.com,22650-91194,22650-91194,Γραβιά,ΓΡΑΒΙΑ,330 57,6977-876211,,
ΜΕΤΡΟΠΟΛ,"


20 Χλμ
",2,,,22260-23170,,Λουτρά Αιδηψού,Λ.ΑΙΔΗΨΟΥ ΕΥΒΟΙΑΣ,343 00,22260-23173,2226-023170,
ΜΗΘΩ,"


20 Χλμ
",3,www.mitho-hotel-aidipsos.com,info@mitho-hotel-aidipsos.com,22260-22370,22260-22780,Λουτρά Αιδηψού,ΛΟΥΤΡΑ ΑΙΔΗΨΟΥ,343 00,,21-09331171,
ΜΙΝΩΣ,"


0.3 Χλμ
",2,,,22260-22294,22260-22720,Λουτρά Αιδηψού,ΒΥΖΑΝΤΙΝΩΝ ΑΥΤΟΚΡΑΤΟΡΩΝ 5,343 00,22260-22720,,
ΜΙΡΑΜΑΡΕ,"


4 Χλμ
",4,www.miramare-eretria.gr,info@miramare-eretria.gr,22290-61134,22290-61190,Μαγούλα,ΜΑΓΟΥΛΑ ΕΥΒΟΙΑΣ,340 08,22290-61112,2229-061134,2229-061190
ΜΙΡΑΜΑΡΕ,"


17 Χλμ
",2,,info@ganimede.gr,22650-41466,,Γαλαξίδι,ΠΛΑΤΩΝΗ 3,330 52,,,
ΜΙΣΤΡΑΛ,"


45 Χλμ
",2,,kkostandinos@yahoo.com,22660-31110,,Ερατεινή,ΕΡΑΤΕΙΝΗ ΦΩΚΙΔΑΣ,330 58,,,
ΜΟΝΤΑΝΑ,"


2 Χλμ
",5,www.montana.gr,montana@otenet.gr,22370-80400/9,22370-80408,Καρπενήσι,ΚΑΡΠΕΝΗΣΙ,361 00,,6985937759,2237080409
ΜΟΡΦΕΥΣ,"


1.5 Χλμ
",1,www.hotelmorfeas.gr,morfeas3@otenet.gr,22210-24703,22210-24292,Χαλκίδα,ΠΟΣΕΙΔΩΝΟΣ 3,341 00,22210-73626,,
ΜΟΥΣΕΣ ΤΟΥ ΕΛΙΚΩΝΑ ΟΡΕΙΝΟΣ ΦΙΛΙΚΟΣ ΞΕΝΩΝΑΣ B&B,,3,www.heliconmuses.com,heliconm@gmail.com,22680-22100,2268022100,Αλίαρτος,ΕΥΑΓΓΕΛΙΣΤΡΙΑ,320 01,-,,
ΜΠΑΛΑΣΚΑ,"


25 Χλμ
",2,www.balaska.gr,info@balaska.gr,22260-24015,22260-24015,Ήλια,,343 00,,,
ΜΠΑΜΠΗΣ,,3,,babis.arachova@gmail.com,22670-32155,,Καλύβια Λιβαδίου Αράχωβας,,320 04,,,
ΜΠΑΝΜΠΟΥΣ,"


8 Χλμ
",2,,,22260-22601,,Λουτρά Αιδηψού,ΛΟΥΤΡΑ ΑΙΔΗΨΟΥ,343 00,,21-08946276,21-08946276
ΜΠΑΤΗΣ,"


1 Χλμ
",2,,batishotel@gmail.com,22330-31311,,Λιβανάτες,ΛΕΙΒΑΝΑΤΕΣ ΦΘΙΩΤΙΔΑΣ,350 07,,,
ΜΠΑΤΗΣ 2,"


1 Χλμ
",2,,batishotel@gmail.com,22330-32117,22330-32271,Λιβανάτες,ΛΙΒΑΝΑΤΕΣ ΦΘΙΩΤΙΔΑΣ,350 07,,,
ΜΠΕΗΣ,"


3 Χλμ
",2,www.hotel-beis.gr,hotel-beis@hotmail.com,22220-22604,22220-29113,Κύμη,ΚΥΜΗ ΕΥΒΟΙΑΣ,340 03,22220-22870,,
ΜΠΟΥΚΑΣ,"


0.1 Χλμ
",2,www.hotelbouca.gr,info@hotelbouca.gr,2235022224,2235022225,Καμένα Βούρλα,ΚΑΜΜΕΝΑ ΒΟΥΡΛΑ,350 08,,6944105017,2235022225
ΜΥΡΤΙΑ,"


2 Χλμ
",2,,hotelmirtia@gmail.com,22260-41202,22260-41510,Πευκί,ΠΕΥΚΙ ΙΣΤΙΑΙΑΣ ΕΥΒΟΙΑΣ,342 00,22260-41510,2226-041202,
ΝΑΝΑ,"


0.1 Χλμ
",2,www.hotelnana.gr,nanahotel2@yahoo.gr,22350-22378,22350-22378,Καμένα Βούρλα,ΑΘΑΝΑΣΙΟΥ ΔΙΑΚΟΥ 19,350 08,,2235-024512,2235-022378
ΝΑΝΤΙΑ,"


0.1 Χλμ
",2,,,22350-22365,,Καμένα Βούρλα,ΚΑΚΟΥΡΙ 3,350 08,,2235-022365,
ΝΑΠΟΛΕΩΝ,"


0.5 Χλμ
",2,,jg1@otenet.gr,22270-71148,2227071592,Ροβιές,,340 05,22270-71149,,
ΝΑΥΣΙΚΑ,"


8 Χλμ
",2,,,22330-93204,,Θεολόγος,,350 05,22330-93260,,
ΝΑΥΣΙΚΑ ΜΠΗΤΣ ΟΤΕΛ,"


0.3 Χλμ
",3,www.nafsikapalace.gr,info@nafsikapalace.gr,22650-35007,22650-35007,Ιτέα,ΗΡΩΩΝ 6,332 00,2265033300,2265-033300,
ΝΑΥΣΙΚΑ ΠΑΛΑΣ,"


0.3 Χλμ
",4,www.nafsikadelphi.gr,info@nafsikapalace.gr,22650-33300/4,22650-33831,Ιτέα,ΛΕΟΦ.ΗΡΩΩΝ 6,332 00,,,
ΝΕΓΡΟΠΟΝΤΕ ΡΗΖΟΡΤ ΕΡΕΤΡΙΑ,"


17 Χλμ
",5,www.negroponteresort.gr,info@negroponteresort.gr,22290-61935,22290-62120,Μαλακώντα,ΜΑΛΑΚΟΝΤΑ ΕΡΕΤΡΙΑΣ,340 08,,,
ΝΕΟΝ ΑΣΤΡΟΝ,"


0.5 Χλμ
",2,www.kamena-vourla.gr/neonastron.htm,hotelneonastron2@hotmail.com,22350-22314,22350-23314,Καμένα Βούρλα,ΑΓ.ΝΙΚΟΛΑΟΥ 14,350 08,,21-05772943,21-05772943
