Όνομα,Απόσταση από νοσοκομείο,Αστέρια,Ιστοσελίδα,E-Mail,Τηλέφωνο,Τηλέφωνο 2,Αριθμός Φαξ,Πόλη,Διεύθυνση,Ταχυδρομικός Κώδικας,Εναλλακτικό Τηλέφωνο,Εναλλακτικό Φαξ
ΕΛΑΦΟΝΗΣΟΣ,,2,www.elafonisos.net/elafonisos.htm,hotelelafonisos@hotmail.com,27340-61268,,27340-61268,Ελαφόνησος,,230 53,,
ΕΛΑΦΟΝΗΣΟΣ ΜΙΡΑΚΛ ΡΗΖΟΡΤ,,3,,elafonisos_resort@hotmail.com,27340-61356,6974555883,,Ελαφόνησος,,230 53,,
ΕΛΑΦΟΣ,,3,,,2791031600,,,Ελληνικό,,22022,,
ΕΛΕΜΕΝΤ,,3,,xaris_mentis@yahoo.gr,2734770393,,2734061192,Ελαφόνησος,,23053,,
ΕΛΕΝΑ,"


0.4 Χλμ
",2,www.hotel-elena.gr,info@hotel-elena.gr,27520-23217,27520-23888,27520-23888,Ναύπλιο,ΣΙΔΗΡΑΣ ΜΕΡΑΡΧΙΑΣ 17,211 00,,
ΕΛΕΝΑ,,2,,elenabungalows@gmail.com,2725031976,,2725031976,Χράνοι,,24010,,
ΕΛΕΝΗ,"


2 Χλμ
",4,www.helenihotel.gr,helenioe@otenet.gr,27530-41364,27530-41864,27530-41364,Αρχαία Επίδαυρος,ΑΡΧΑΙΑ ΕΠΙΔΑΥΡΟΣ,210 59,,
ΕΛΙΕΣ,,3,,info@elieshotel.gr,27210-73140,,27210-73013,Καρδαμύλη,ΝΤΕΡΜΑ ΚΑΡΔΑΜΥΛΗ ΜΕΣΣΗΝΙΑΣ,240 22,,
ΕΛΙΤ ΒΙΛΛΑΣ,"


6 Χλμ
",4,www.elite.com.gr,info@elite.com.gr,27210-22434,,27210-84369,Κάτω Βέργα,ΝΑΥΑΡΙΝΟΥ 2,241 00,,
ΕΛΙΤ ΣΙΤΥ,"


6 Χλμ
",4,www.elite.com.gr,info@elite.com.gr,27210-22434,,27210-84369,Κάτω Βέργα,ΝΑΥΡΙΝΟΥ 2-ΠΑΡΑΛΙΑ ΦΑΡΩΝ,241 00,,
ΕΛΛΑΣ,"


6 Χλμ
",2,,,27530-41226,27530-41039,27530-41726,Νέα Επίδαυρος,ΠΑΛΑΙΑ ΕΠΙΔΑΥΡΟΣ,210 59,2753-041776,2753-041726
ΕΛΠΙΣ,"


1.5 Χλμ
",2,,,27440-28263,,,Λουτράκι,ΛΕΩΦ.Γ.ΛΕΚΚΑ 18,203 00,2744-068183,2744-068184
ΕΛΥΖΙΑΝ,,5,https://elysianhotel.gr,elysianreception@gmail.com,2721180100,,,Καλαμάτα,ΣΥΝΟΙΚΙΑ ΚΟΡΔΙΑ,24100,,
ΕΜΠΑΝΤΙ ΙΝ,"


10 Χλμ
",2,www.ebadiinn.gr,info@ebadiinn.gr,27230-81353,210-8023111,27230-81353,Καμάρια,ΚΑΜΑΡΙΑ ΦΟΙΝΙΚΟΥΝΤΑΣ ΜΕΣΣ,240 06,,
ΕΝΝΕΑ ΜΟΥΣΕΣ,"


0.03 Χλμ
",2,www.hotelhellas.gr,muses@hotelhellas.gr,27340-61345,27340 61346,,Ελαφόνησος,ΕΛΑΦΟΝΗΣΟΣ ΛΑΚΩΝΙΑΣ,230 53,21-07512710,
ΕΞΕΛΣΙΟΡ,"


1 Χλμ
",3,www.excelsior-gr.com,hotel@excelsior-gr.com,27440-23806,,27440-22254,Λουτράκι,ΠΛ.25ΗΣ ΜΑΡΤΙΟΥ 30,203 00,,
ΕΠΙΔΑΥΡΙΑ,"


0.01 Χλμ
",1,www.hotelepidavria.com,hotelepidavria@outlook.com,27530-41222,,27530-41222,Αρχαία Επίδαυρος,ΠΑΛ.ΕΠΙΔΑΥΡΟΣ,210 59,,2753-041222
ΕΠΙΔΑΥΡΙΑ,"


10 Χλμ
",3,www.epidavria.com.gr,booking@argotg.com,27520-59219,,27520-59929,Τολό,ΣΕΚΕΡΗ 52,210 56,6908561292,2752-059929
ΕΠΙΔΑΥΡΟΣ,"


0.5 Χλμ
",1,,hotelepidavros@europe.com,27520-27541,,27520-27541,Ναύπλιο,ΚΟΚΚΙΝΟΥ 2,211 00,,
ΕΡΜΗΣ,"


1 Χλμ
",1,,,27430-22250,,,Ξυλόκαστρο,ΙΩΑΝΝΟΥ 95,204 00,,
ΕΡΜΙΟΝΗ ΚΛΑΜΠ,"


4.5 Χλμ
",3,www.clubermioni.gr,info@clubermioni.gr,27540-31430,27540-31433,27540-31434,Πετροθάλασσα,ΠΕΤΡΟΘΑΛΑΣΣΑ ΕΡΜΙΟΝΙΔΑΣ,210 51,6932-946242,
ΕΡΜΙΟΝΙΔΑ,"


0.05 Χλμ
",2,,,27540-21750,27540-21751,27540-29030,Κρανίδι,ΚΡΑΝΙΔΙ ΕΡΜΙΟΝΙΔΟΣ,213 00,,
ΕΣΠΕΡΙΑ,"


10 Χλμ
",2,www.esperia-hotel.gr,info@esperia-hotel.gr,27520-59739,27520-59339,27520-58053,Τολό,ΤΟΛΟ ΑΡΓΟΛΙΔΟΣ,210 56,,
ΕΣΠΕΡΙΔΕΣ,"


0.2 Χλμ
",2,,info@hotelesperides.gr,27210-73173,27210-73175,27210-73176,Καρδαμύλη,ΚΑΡΔΑΜΥΛΗ ΜΕΣΣΗΝΙΑΣ,240 22,2721-073173,2721-073176
ΕΣΤΙΑ,"


18 Χλμ
",3,www.hotelestia.com,info@hotelestia.com,2723071116,6976311073,,Φοινικούντα,,240 06,6976311073,
ΕΥΜΕΛΕΙΑ,"


40 Χλμ
",3,www.eumelia.com,info@eumelia.com,213-0369814,6959-004747,27330-24848,Γούβες,ΓΟΥΒΕΣ ΕΛΟΥΣ ΛΑΚΩΝΙΑΣ,230 55,213-0369814,21-09843583
ΕΥΦΟΡΙΑ ΡΙΤΡΙΤ,,5,www.euphoriaretreat.com,info@euphoriaretreat.com,2731306111,,,Μυστράς,,23100,,
ΕΦΥΡΑ,"


1 Χλμ
",3,www.ephirahotel.gr,ephirahotel@yahoo.gr,27410-22434,27410-24021,27410-24514,Κόρινθος,ΕΘΝΙΚΗΣ ΑΝΤΙΣΤΑΣΕΩΣ 52,201 00,,
ΖΑΓΚΑ ΜΥΛΟΣ,"


0.4 Χλμ
",2,www.zagamiloshotel.com,info@zagamiloshotel.gr,27250-22385,27250-22448,27250-29028,Κορώνη,,240 04,,
ΖΕΥΣ,"


1.2 Χλμ
",2,,,27330-23888,27330-22212,,Γύθειο,,232 00,,
ΖΩΗ,"


6 Χλμ
",4,www.zoeresort.com,zoeresort@gmail.com,27230-22025,,27230-22026,Γιάλοβα,ΓΙΑΛΟΒΑ ΠΥΛΟΥ,240 01,,
ΖΩΗ ΠΑΡΑΘΑΛΑΣΣΙΟ ΘΕΡΕΤΡΟ,,3,www.zoeresort.com,zoeresort@gmail.com,27230-22025,6974762136,27230-22026,Πύλος,ΓΙΑΛΟΒΑ,240 01,,
ΗΛΕΚΤΡΑ,"


12 Χλμ
",2,www.electratolo.gr,info@electratolo.gr,2752059105,,,Τολό,ΚΑΡΔΑΜΑΚΗΣ 4,210 56,,
ΗΛΕΚΤΡΑ,"


5 Χλμ
",4,www.elektrahotelspa.gr,info@elektrahotelspa.gr,27210-99100,27210-99111,27210-99110,Καλαμάτα,ΨΑΡΩΝ 152 & ΜΠΟΥΜΠΟΥΛΙΝΑΣ,241 00,,
ΗΛΙΟΒΑΣΙΛΕΜΑ,,3,,iliovasillema@gmail.com,27430-91440,,,Μέση Συνοικία Τρικάλων,,204 00,,
ΗΛΙΟΣ,"


0.15 Χλμ
",2,https://www.hotelsoleil.gr/100-2/,hsoleil@otenet.gr,27520-59503,27520-59713,,Τολό,ΤΟΛΟ,210 56,2752-059503,2752-059714
ΗΛΙΟΣ ΚΑΙ ΘΑΛΑΣΣΑ,"


6 Χλμ
",3,,,27330-52240,27330-52250,,Πύργος Διρού,,230 63,,
ΗΛΙΟΧΑΡΗ,"


0.6 Χλμ
",3,www.clubhoteliliochari.com,info@clubhoteliliochari.com,27410-67112,210-2435149,210-2432168,Άγιοι Θεόδωροι,63 ΧΛΜ ΠΕΟ ΑΘΗΝΩΝ-ΚΟΡΙΝΘΟΥ,200 03,,
ΗΜΑΘΟΕΣΣΑ,,3,,info@imathoessa.gr,2723022000,,,Γιάλοβα,,24001,,
ΗΡΑ,"


0.2 Χλμ
",1,www.hotelhera.gr,herahotelnafplio@gmail.com,27520-28184,,,Ναύπλιο,ΒΑΣ.ΓΕΩΡΓΙΟΥ 35,211 00,,
ΗΡΑΙΑ,"


30 Χλμ
",2,www.hoteliraia.gr,hoteliraia@gmail.com,27970-25395,,,Ιαματικές Πηγές,,220 28,,
ΘΑΛΑΣΣΑ ΙΡΙΩΝ – ΙΡΙΑ ΜΑΡΕ,"


19 Χλμ
",4,www.iriamarehotels.gr,sales@iriamarehotels.gr,2752094512,2752094267,2752094193,Ίρια,ΙΡΙΑ ΑΡΓΟΛΙΔΟΣ,210 60,,
ΘΑΛΑΣΣΑ ΙΡΙΩΝ ΤΖΟΥΝΙΟΡ,,3,www.juniorhotel.gr,info@juniorhotel.gr,2752094002,2752094003,27520-94193,Ίρια,,210 60,,
ΘΑΛΑΣΣΙΑ ΘΕΑ,"


2 Χλμ
",2,www.seaview-loe.gr,seaviewloe@yahoo.gr,27410-33551,27410-33403,27410-33403,Λουτρά Ωραίας Ελένης,Λ.ΩΡΑΙΑΣ ΕΛΕΝΗΣ ΚΟΡΙΝΘΙΑΣ,201 00,2741-034838,2741-033403
ΘΕΑ ΜΑΙΝΑΛΟΥ,"


0.8 Χλμ
",3,www.thea-mainalou.gr,info@thea-mainalou.gr,27950-22190,,27950-22140,Βυτίνα,ΚΑΚΟΣ ΑΝΗΦΟΡΟΣ,220 10,,
ΘΕΑΝΩ,"


0.5 Χλμ
",2,,info@kalamitsi-hotel.gr,27210-73222,,27210-73135,Καρδαμύλη,ΚΑΡΔΑΜΥΛΗ ΜΕΣΣΗΝΙΑΣ,240 22,2721-073222,2721-073135
ΘΕΑΝΩ,"


2 Χλμ
",2,,dimi.panagouleas.oe@gmail.com,27210-78056,,27210-78135,Στούπα,,240 24,6936802188,
ΘΕΙΣΟΑ,,3,www.thisoa.gr,info@thisoa.gr,2795031690,,,Καρκαλού,,22007,,
ΘΕΟΞΕΝΕΙΑ,"


3 Χλμ
",3,,hoteltheoxenia@hotmail.com,27440-22257,27440-28166,27440-21672,Λουτράκι,Γ.ΛΕΚΚΑ 17,203 00,21-07237648,21-07234137
ΘΕΟΞΕΝΙΑ,"


0.5 Χλμ
",1,,hotel_theoxenia@yahoo.com,27510-69400,,,Άργος,ΤΣΩΚΡΗ 31,212 00,,
ΘΕΟΞΕΝΙΑ,"


5 Χλμ
",2,www.theoxenia-peloponnese.com,info@theoxenia-peloponnese.com,27250-31782,,27250-31270,Χράνοι,,241 00,2721-083679,
ΘΕΟΦΑΝΩ  Ι,"


1.5 Χλμ
",3,www.theophano.gr,info@theophano.gr,27320-61212,6946207515,27320-63077,Μονεμβασιά,,230 70,,
ΘΕΟΦΑΝΩ ΙΙ,"


1.5 Χλμ
",3,www.theophano.gr,info@theophano.gr,27320-61212,,27320-63077,Μονεμβασιά,ΚΑΣΤΡΟ,230 70,,
ΘΕΤΙΣ,"


0.05 Χλμ
",2,www.hotelthetis.gr,info@hotelthetis.gr,27520-59203,,27520-59409,Τολό,ΚΑΡΔΑΜΑΚΗ 3,210 56,6908561292,
ΘΥΜΕΛΗ,,3,,atsilo@yahoo.gr,27530-22933,27530-22002,27530-22033,Λυγουριό,ΚΟΜΒΟΣ ΑΘΗΝΩΝ-ΛΥΓΟΥΡΙΟΥ,201 52,,
ΘΥΡΙΔΕΣ ΑΚΤΗ ΘΕΡΕΤΡΟ,,4,www.thirides.com,info@thirides.com,27330-24992,6946225254,,Γύθειο,ΜΑΥΡΟΒΟΥΝΙ ΛΑΚΩΝΙΑΣ,232 00,,
ΙΓΝΑΤΙΑ,"


0.3 Χλμ
",3,,ignatia1@otenet.gr,27510-51479,27510-51062,27510-51700,Νέα Κίος,ΝΕΑ ΚΙΟΣ,210 53,,
ΙΖΑΜΠΩ,"


1 Χλμ
",3,www.izambo.gr,papadaki.mary1@gmail.com,27320-61443,,27320-61443,Μονεμβασιά,ΚΑΣΤΡΟ ΜΟΝΕΜΒΑΣΙΑΣ,230 70,,
ΙΛΑΕΙΡΑ ΟΡΕΙΝΟ ΘΕΡΕΤΡΟ,"


15 Χλμ
",4,www.ilaeira-resort.gr,ilaeiraresort@hotmail.com,27310-35525,27310-35515,210-6624440,Τόριζα,ΤΟΡΙΖΑ ΛΑΚΩΝΙΑΣ,230 54,27310-35515,210-6624440
ΙΛΙΟΝ,"


0.5 Χλμ
",3,www.ilionhotel.com,info@ilionhotel.com,2744067928,27440-23177,27440-23177,Λουτράκι,ΕΛ. ΒΕΝΙΖΕΛΟΥ 50,203 00,2744-067928,2744-023177
ΙΛΙΟΝ,"


0.4 Χλμ
",4,www.ilionhotel.gr,ilionhot@otenet.gr,27520-25114,,27520-24497,Ναύπλιο,ΕΥΘΥΜΙΟΠΟΥΛΟΥ 4,211 00,,
ΙΝΦΙΝΙΤΙ ΓΥΘΕΙΟ,,3,www.infinityhotelgytheio.com,info@infinityhotelgytheio.com,2733021007,,,Λαγκάδα,,23200,,
ΙΟΝΙΟΝ,"


0.15 Χλμ
",2,www.ionionhotel.gr,info@ionionhotel.gr,27610-22511,27610-22510,27610-22512,Κυπαρισσία,ΚΥΠΑΡΙΣΣΙΑ,245 00,,
ΙΠΠΟΛΑ,,4,https://ippolahotel.gr,info@ippolahotel.gr,2733051030,,2733051031,Μέζαπος,,23062,,
ΙΠΠΟΛΥΤΗ,"


0.8 Χλμ
",4,www.ippoliti.gr,info@ippoliti.gr,27520-96088,,27520-96087,Ναύπλιο,ΗΛ.ΜΗΝΙΑΤΗ 9,211 00,,
ΙΡΙΑ ΜΠΗΤΣ,"


20 Χλμ
",3,www.iriabeachhotel.gr,barbarakatsoulieri@gmail.com,27520-94443,,22960-24075,Ίρια,ΠΑΡΑΛΙΑ ΙΡΙΩΝ,211 00,,2296-024075
ΙΣΑΡΕΙΚΟ ΣΠΙΤΙ,"


0.05 Χλμ
",2,,lpapandreou@3wtrans.gr,27910-81200,27910-81300,27910-81401,Ίσαρης,ΙΣΑΡΙ ΑΡΚΑΔΙΑΣ,220 25,6946-100200,
ΙΣΘΜΙΑ ΣΕΝΤΡΑΛ,"


0.3 Χλμ
",3,www.mantashotels.gr,info@mantashotels.gr,27440-22510,27440-64181,27440-21301,Λουτράκι,ΛΕΩΦ. ΕΛΕΥΘ. ΒΕΝΙΖΕΛΟΥ 35,203 00,,
ΙΦΙΓΕΝΕΙΑ,"


4 Χλμ
",1,,ifigeneia.apartments@gmail.com,27210-58072,,,Ακρογιάλι,,241 00,,
ΚΑΒΟ ΓΚΡΟΣΟ,"


1.5 Χλμ
",3,cavogrosso.com,info@cavogrosso.com,27330-23488,27330-22897,27330-23823,Γύθειο,ΜΑΥΡΟΒΟΥΝΙ ΓΥΘΕΙΟΥ,232 00,,2733-023823
ΚΑΒΟ ΚΟΡΤΙΑ,,3,www.cavokortia.gr,info@cavokortia.gr,27323-00414,6948984176,,Κυπαρίσσι,ΑΓ.ΝΙΚΟΛΑΟΣ,230 68,,
ΚΑΖΑΣ,"


0.5 Χλμ
",3,www.xenonaskaza.gr,info@xenonaskaza.gr,27950-31084,,27950-31602,Δημητσάνα,,220 07,,
ΚΑΚΑΝΑΚΟΣ,"


12 Χλμ
",3,www.hotelkakanakos.com,info@hotelkakanakos.com,27410-33211,27410-33147,27410-33147,Λουτρά Ωραίας Ελένης,Λ.ΩΡΑΙΑΣ ΕΛΕΝΗΣ ΚΟΡΙΝΘΙΑΣ,201 00,6942-443093,
ΚΑΚΟΥΡΙ,"


20 Χλμ
",3,,giannistam@gmail.com,27960-61154,,,Αρτεμίσιο,ΚΑΚΟΥΡΙ,221 00,,
ΚΑΛΑΜΙΤΣΙ,"


0.5 Χλμ
",3,www.kalamitsi-hotel.gr,info@kalamitsi-hotel.gr,27210-73131,27210-73133,27210-73135,Καρδαμύλη,ΚΑΡΔΑΜΥΛΗ ΜΕΣΣΗΝΙΑΣ,240 22,2721-073131,2721-073135
ΚΑΛΗ ΚΑΡΔΙΑ,"


0.5 Χλμ
",1,,goodheart_hotel@yahoo.gr,27520-59209,,27520-59065,Τολό,ΑΚΤΗΣ 54,210 56,2752-059209,2752-059065
ΚΑΛΗΜΕΡΑ ΙΝΝ,,3,http://kalimerainn.gr,info@kalimerainn.gr,2734061279,2734061270,2734061293,Ελαφόνησος,,23053,,
ΚΑΛΛΙΣΤΗ,,2,www.kallisti-finikounda.com,sonia@kallisti-finikounda.com,27230-71170,,27230-28528,Φοινικούντα,ΦΟΙΝΙΚΟΥΝΤΑ ΜΕΣΣΗΝΙΑΣ,240 06,,
ΚΑΛΛΙΣΤΩ,"


0.15 Χλμ
",2,www.xenonascallisto.gr,,27470-51080,2109939999,,Γκούρα,ΓΚΟΥΡΑ ΚΟΡΙΝΘΙΑΣ,200 14,21-09939999,
ΚΑΛΛΙΣΤΩ,"


0.05 Χλμ
",4,,,27960-29019,,,Λεβίδι,ΛΕΒΙΔΙ ΤΡΙΠΟΛΗΣ,220 02,,
ΚΑΜΑΡΕΣ ΒΙΛΛΑΣ,,3,,info@kamaresvillas.gr,2733093547,,,Νεοχώρι,,23200,,
ΚΑΜΑΡΙΑ,"


2 Χλμ
",2,www.kamaria-apartments.gr,info@kamaria-apartments.gr,27570-22757,,,Λεωνίδιο,ΚΑΜΑΡΙΑ,223 00,2109814214,21-09814214
ΚΑΜΒΙΛΙΑ ΡΙΖΟΡΤ,,5,www.camvillia.gr,info@camvillia.gr,27250-42131,,27250-42132,Κορώνη,ΒΟΥΝΑΡΙΑ,240 04,,
ΚΑΜΒΥΣΗΣ,"


0.5 Χλμ
",2,kamvissis-hotel.gr,jktyros@gmail.com,6982428821,27570-41209,27570-41685,Παραλία Τυρού,ΠΑΡΑΛΙΑ ΤΥΡΟΥ ΑΡΚΑΔΙΑΣ,223 00,6982428821,2757041685
ΚΑΝΕΛΛΑΚΗΣ,"


0.5 Χλμ
",3,www.kanellakishotel.gr,info@kanellakishotel.gr,27610-24464,27610-24465,27610-24466,Κυπαρισσία,ΚΥΠΑΡΙΣΣΙΑ ΜΕΣΣΗΝΙΑΣ,245 00,210-3228274,
ΚΑΝΤΙΑΣ ΚΑΣΤΡΟ,"


17 Χλμ
",5,www.kandiascastle.gr,sales@kandiascastle.gr,27520-70600,,27520-70610,Ίρια,ΧΑΝΤΑΚΙΑ ΙΡΙΩΝ ΑΣΙΝΗΣ,210 60,,
ΚΑΠΟΔΙΣΤΡΙΑΣ,"


0.2 Χλμ
",2,www.hotelkapodistrias.gr,billgeo77@yahoo.gr,27520-29366,,27520-29278,Ναύπλιο,ΚΟΚΚΙΝΟΥ 20,211 00,,
ΚΑΡΑΛΗΣ,"


0.5 Χλμ
",3,http://hotelkaralis.gr,info@hotelkaralis.gr,27230-22960,,27230-22970,Πύλος,ΚΑΛΑΜΑΤΑΣ 26,240 01,,
ΚΑΡΔΑΜΥΛΗ ΜΠΗΤΣ,"


1.5 Χλμ
",3,www.cardamilibeach.com,info@cardamilibeach.com,27210-73180,,27210-73184,Καρδαμύλη,ΚΑΡΔΑΜΥΛΗ ΜΕΣΣΗΝΙΑΣ,240 22,2721-073183,2721-073184
ΚΑΡΠΕ ΝΤΙΕΜ,"


0.6 Χλμ
",3,https://carpediem-nafplio.gr,info@carpediem-nafplio.gr,2752029449,6946500736,,Ναύπλιο,ΟΘΩΝΟΣ 41,211 00,27520-29449,
ΚΑΡΥΑΤΙΣ ΡΙΖΟΡΤ,"


30 Χλμ
",3,info@karyatisresort.gr,info@karyatisresort.gr,27430-91000,6944613820,27430-22809,Καρυά,ΘΕΣΗ ΒΡΥΣΟΥΛΕΣ,204 00,,
ΚΑΣΙΜΗΣ,,2,,gkassimis@yahoo.com,6973306605,,,Κυπαρισσία,,24500,,
ΚΑΣΙΜΙΩΤΗΣ,"


1.5 Χλμ
",1,,kassimiotis@yahoo.gr,27250-31333,,27250-31713,Λογγά,ΑΓ.ΑΝΔΡΕΑΣ ΛΟΓΓΑ ΜΕΣΣΗΝ.,240 10,2725-031333,
ΚΑΣΤΕΛΙ ΚΙΝΣΤΕΡΝΑ,,5,,sgaitanopoulos@aighis.com.gr,2732066300,,,Άγιος Στέφανος,,23070,,
ΚΑΣΤΕΛΛΑΝΟ,,4,www.castgellanohotel.gr,castellanohotel@gmail.com,2752096300,2752096300,2752500101,Ναύπλιο,ΚΩΛΛΕΤΗ 9,21100,,
ΚΑΣΤΕΛΛΟ,"


10 Χλμ
",1,www.castello.gr,hotel@castello.gr,27230-31300,27230-31280,27230-31300,Μεθώνη,ΑΝΔΡΕΑ ΜΙΑΟΥΛΗ-ΠΑΡΑΛΙΑ,240 06,27230-31280,
ΚΑΣΤΕΛΛΟ,,3,www.hotelkastello.gr,info@hotelkastello.gr,27520-70320,6945405687,2752070326,Ναύπλιο,ΒΑΣΙΛΕΩΣ ΚΩΝΣΤΑΝΤΙΝΟΥ38 & ΣΥΓΓΡΟΥ,211 00,,
ΚΑΣΤΕΛΛΟ ΧΑΡΙΑΣ,"


6 Χλμ
",4,www.castellodiharia.gr,reservation@castellodiharia.gr,27330-52921,27330-52313,,Χαριά,,230 62,6945-495070,
ΚΑΣΤΕΛΛΟ ΧΑΡΙΑΣ ΙΙ,"


4.5 Χλμ
",4,www.castellodiharia.gr,reservation@castellodiharia.gr,27330-52921,6945-495070,27330-52313,Χαριά,ΧΑΡΙΑ ΠΥΡΓΟΣ ΔΙΡΟΥ,230 62,,
ΚΑΣΤΕΛΟ ΑΝΤΙΚΟ,,3,www.castelloantico.com,info@castelloantico.com,27330-22601,,27330-25064,Γύθειο,ΘΕΣΗ ΧΩΜΑΤΟΒΟΥΝΙ,232 00,,
ΚΑΣΤΡΟ,"


18 Χλμ
",2,,hotelcastro@hotmail.gr,27320-61413,27320-61414,,Γέφυρα,,230 70,21-09930016,
ΚΑΣΤΡΟ,"


4 Χλμ
",2,www.hotel-kastro.gr,info@hotel-kastro.gr,27210-64080,27210-64090,27210-78151,Στούπα,,240 24,,
ΚΑΣΤΡΟ ΜΑΪΝΗ,"


0.2 Χλμ
",3,www.kastromaini.gr,info@kastromaini.gr,27330-51238,,27330-29514,Αρεόπολη,ΑΡΕΟΠΟΛΗ ΛΑΚΩΝΙΑΣ,230 62,,
ΚΑΣΤΡΟ ΤΟΥ ΓΙΩΡΓΟΥ,"


2 Χλμ
",3,www.chateaudg.com,maria_pol_ts@yahoo.com,27330-21211,210-9922870,210-9922857,Γύθειο,,232 00,2104676526,21-09922857
ΚΑΤΑΦΥΓΙ,"


4 Χλμ
",3,www.katafigihotel.com,katafigihotelgr@gmail.com,6977023543,6977023543,27330-52331,Χαριά,,230 62,6977023543,2733052331
ΚΑΤΕΡΙΝΑ,"


0.3 Χλμ
",1,www.tolokaterina.gr,katerinahoteltolo@yahoo.gr,27520-59149,,27520-99579,Τολό,ΚΟΛΟΚΟΤΡΩΝΗ 5,210 56,,
ΚΕΛΛΙΑ,"


1 Χλμ
",4,www.keliamonemvasia.com,kelliaguesthouse@yahoo.com,27320-61520,,27320-61066,Μονεμβασιά,ΚΑΣΤΡΟ ΜΟΝΕΜΒΑΣΙΑΣ,230 70,,
ΚΕΝΤΡΙΚΟΝ,"


17 Χλμ
",2,www.maniatis-hotels.gr,info@maniatis-hotels.gr,27950-43221,27950-43540,27950-43600,Λαγκάδια,ΛΑΓΚΑΔΙΑ ΑΡΚΑΔΙΑΣ,220 03,,
ΚΙΝΣΤΕΡΝΑ,"


24 Χλμ
",4,www.kinsternahotel.gr,info@aighis.gr,27320-66300,,27320-66116,Μονεμβασιά,ΑΓ.ΣΤΕΦΑΝΟΣ ΜΟΝΕΜΒΑΣΙΑΣ,230 70,,
ΚΛΑΜΠ ΟΤΕΛ ΛΟΥΤΡΑΚΙ,"


1.5 Χλμ
",5,www.clubhotelloutraki.gr,reservations@clubhotelloutraki.gr,27440-60300,27440-60500,27440-60400,Λουτράκι,ΠΟΣΕΙΔΩΝΟΣ 48,203 00,,
ΚΛΕΙΛΙΑ,"


20 Χλμ
",2,www.klelia.gr,info@klelia.gr,27320-61377,,27320-61440,Μονεμβασιά,ΜΟΝΕΜΒΑΣΙΑ,230 70,,
ΚΛΕΟΠΑΤΡΑ,"


2 Χλμ
",2,www.kleopatra.gr,info@kleopatra.gr,27210-77538,,,Στούπα,ΣΤΟΥΠΑ ΝΕΟΧΩΡΙΟΥ ΜΕΣΣΗΝ.,24022,,
ΚΛΕΟΠΑΤΡΑ ΙΝ,"


0.1 Χλμ
",3,www.kleopatra-inn.gr,info@kleopatra-inn.gr,27220 22740,,27220 22740,Μεσσήνη,Εθνάρχου Μακαρίου,242 00,,
ΚΝΩΣΣΟΣ,"


11 Χλμ
",2,www.minoanhotels.gr,kingmino@otenet.gr,27520-59416,,27520-59707,Τολό,ΑΚΤΗΣ 46,210 56,2752-059207,
ΚΟΛΟΚΟΤΡΩΝΗΣ,"


4 Χλμ
",4,Wwwgmkhotel.gr,gmkhotel@otenet.gr,27210-64820,,27210-64822,Στούπα,,240 24,6932298647,2721064822
ΚΟΛΟΝΙΔΕΣ ΜΠΗΤΣ,"


3 Χλμ
",3,www.colonides.gr,info@colonides.gr,27250-41200,,27250-41100,Βουνάρια,,240 04,,
ΚΟΛΠΟΣ ΚΟΤΡΩΝΑ- ΚΟΤΡΩΝΑΣ ΜΠΕΥ,"


0.5 Χλμ
",2,www.kotronasbay.gr,kotronas@otenet.gr,27330-21340,27330-21402,27330-21400,Κότρωνας,ΚΟΤΡΩΝΑΣ ΛΑΚΩΝΙΑΣ,230 66,,
ΚΟΛΠΟΣ ΧΗΝΙΤΣΑ,"


10 Χλμ
",4,www.akshotels.com,hinitsabay@akshotels.com,27540-57401/3,210-6856992,27540-57402,Πορτοχέλι,ΠΟΡΤΟ ΧΕΛΙ,210 61,21-06856992,21-06852440
ΚΟΡΑΚΑΚΗΣ ΜΠΗΤΣ-ΑΚΤΗ ΚΟΡΑΚΑΚΗΣ,"


0.5 Χλμ
",1,,korakaki@otenet.gr,27230-71221,27230-71135,27230-71232,Φοινικούντα,ΦΟΙΝΙΚΟΥΝΤΑ ΜΕΣΣΗΝΙΑΣ,240 06,,
ΚΟΡΙΝΘΟΣ,"


1 Χλμ
",2,HOTEL KORINTHOS.GR,hoteldia@otenet.gr,27410-26701,27410-26703,27410-23693,Κόρινθος,ΔΑΜΑΣΚΗΝΟΥ 26,201 00,,
ΚΟΡΦΟΣ,"


37 Χλμ
",1,,,27410-95217,27410-95249,,Κόρφος,ΚΟΡΦΟΣ ΚΟΡΙΝΘΟΥ,200 04,,
ΚΟΡΩΝΑ,,4,,koronaboutiquehotel@gmail.com,+302733059283,+302108993790,,Οίτυλο,,23062,,
ΚΟΡΩΝΙΣ,"


0.3 Χλμ
",2,,koronishotel.tolo@yahoo.com,27520-59292,27520-59493,27520-58080,Τολό,ΤΟΛΟ,210 56,2752-059493,
ΚΟΣΜΟΠΟΛΙΤ,"


1 Χλμ
",3,www.kosmopolit.gr,hotelkosmopolit@hotmail.com,27440-22336,27440-69050,27440-69051,Λουτράκι,ΓΑΛΗΝΗΣ 6,203 00,2744-022336,
ΚΟΣΜΟΠΟΥΛΟΣ,"


15 Χλμ
",4,,,27950-82350,27950-82352,,Μαγούλιανα,ΚΟΡΦΟΞΥΛΙΑ,220 26,21-09821962,2795-082352
