Όνομα,Απόσταση από νοσοκομείο,Αστέρια,Ιστοσελίδα,E-Mail,Τηλέφωνο,Αριθμός Φαξ,Πόλη,Διεύθυνση,Ταχυδρομικός Κώδικας,Τηλέφωνο 2,Εναλλακτικό Τηλέφωνο,Εναλλακτικό Φαξ
ΜΗΤΡΟΠΟΛΙΣ,"


3 Χλμ
",5,www.metropolishotel.gr,info@metropolishotel.gr,26510-30004,26510-27050,Ιωάννινα,ΑΒΕΡΩΦ & ΚΡΥΣΤΑΛΛΗ 2,454 44,,,
ΜΙΚΡΟ ΠΑΠΙΓΚΟ – 1700,"


15 Χλμ
",4,www.mikropapigo.gr,info@mikropapigo.gr,26530-41179,26530-42266,Μικρό Πάπιγκο,ΜΙΚΡΟ ΠΑΠΙΓΚΟ ΖΑΓΟΡ.ΙΩΑΝΝΙΝΩΝ,440 04,,,
ΜΙΚΡΟ ΠΑΠΙΓΚΟ …1700 (ΙΙ),"


15 Χλμ
",3,www.mikropapigo.gr,info@mikropapigo.gr,26530-41179,26530-42266,Πάπιγκο,ΠΑΠΙΓΚΟ ΙΩΑΝΝΙΝΩΝ,440 04,,,
ΜΙΚΡΟΣ ΠΑΡΑΔΕΙΣΟΣ,"


24 Χλμ
",1,www.mikros-paradisos.gr,hotel@mikros-paradisos.gr,26650-93281,26650-93501,Σύβοτα,,461 00,,,2665-093501
ΜΙΛΤΟΣ,"


0.05 Χλμ
",2,,info@saloukas.gr,26840-31384,26840-32725,Πάργα,ΠΑΡΓΑ,480 60,,2651-022175,2651-079792
ΜΙΝΩΣ,"


1 Χλμ
",2,www.hotelminos.gr,info@hotelminos.gr,26820-28424,26820-89347,Πρέβεζα,21ΗΣ ΟΚΤΩΒΡΙΟΥ 11,481 00,,,
ΜΙΡ,"


9 Χλμ
",3,www.hotel-mir.com,hotel@hotel-mir.com,26510-81071,26510-81071,Ιωάννινα,ΛΥΓΓΙΑΔΕΣ,455 00,,,
ΜΟΝΟΔΕΝΔΡΙ,,3,www.monodendrihotel.com,reservations@monodendrihotel.com,26530-71300,,Μονοδένδρι,,440 07,6944155488,,
ΜΟΝΟΠΑΤΙΑ,,4,www.monopatiaresort.gr,info@monopatiaresort.gr,26530-71116,2653071117,Άνω Πεδινά,ΑΝΩ ΠΕΔΙΝΑ ΚΕΝΤΡΙΚΟΥ ΖΑΓΟΡΙΟΥ,440 07,,,
ΜΟΡΦΕΑΣ,,3,,papigohotel@gmail.com,26530-41868,,Πάπιγκο,,440 04,,,
ΜΟΥΡΤΕΜΕΝΟ,"


10 Χλμ
",2,,,26650-93314,,Σύβοτα,ΣΥΒΟΤΑ ΘΕΣΠΡΩΤΙΑΣ,461 00,,2665-024036,2665-024036
ΜΟΥΡΤΟΣ,,4,www.hotel-mourtos.gr,info@hotel-mourtos.gr,26650-93056,26650-93016,Σύβοτα,ΣΥΒΟΤΑ,461 00,,,
ΜΟΥΣΑΦΙΡ-ΟΝΤΑΣ,,3,www.mousafirontas.gr,info@mousafirontas.gr,26530-71727,26530-71727,Καπέσοβο,,440 10,,,
ΜΠΑΓΙΑ,"


37 Χλμ
",4,www.mpagia.gr,info@mpagia.gr,26530-71112,26530-71643,Κήποι,ΚΗΠΟΙ ΖΑΓΟΡΙΟΥ ΙΩΑΝΝΙΝΩΝ,440 10,6945109991,6945109991,26530-71643
ΜΠΑΚΟΛΗ,"


0.3 Χλμ
",3,www.bacoli.gr,bacoli@otenet.gr,2684031200,26840-32031,Πάργα,ΠΑΡΓΑ,480 60,,2684-031200,2684-032031
ΜΠΑΛΚΟΝΙ ΖΑΓΟΡΙΟΥ,,3,,aliki.tsoumani@gmail.com,6937-142241,,Βραδέτο,ΒΡΑΔΕΤΟ ΙΩΑΝΝΙΝΩΝ,440 18,,,
ΜΠΕΛΟΗ,"


35 Χλμ
",3,www.beloi-hotel.gr,beloihotel@gmail.com,26530-71571,26530-71512,Βίτσα,,440 07,,,
ΜΠΙΤΟΥΝΗ,"


1 Χλμ
",2,www.hotelbitouni.com,admin@hotelbitouni.com,26560-41217,26560-41545,Μέτσοβο,ΟΔΟΣ ΤΟΣΙΤΣΑ,442 00,26560-41700,,
ΜΥΡΤΑΛΗ ΕΙΚΑΣΤΙΚΟ ΞΕΝΟΔΟΧΕΙΟ,"


15 Χλμ
",3,www.mirtali.gr,info@mirtali.gr,26510-82288,26510-82210,Δωδώνη,ΔΩΔΩΝΗ ΙΩΑΝΝΙΝΩΝ,455 00,6971-821788,,
ΜΥΡΤΩ,"


10 Χλμ
",2,,mirtobr@otenet.gr,26820-56116,26820-56116,Παραλία,ΠΑΡΑΛΙΑ ΒΡΑΧΟΥ ΠΡΕΒΕΖΑΣ,480 62,,,
ΜΥΤΙΚΑΣ,"


5 Χλμ
",2,www.mitikahotel.eu,mitikahotelap@yahoo.com,2682041618,26820-41745,Μύτικας,ΑΓΙΟΥ ΙΩΑΝΝΗ 7,48100,2682041679,26510-40877,
ΝΑΥΣΙΚΑ,,3,,,6944424110,2651075515,Ιωάννινα,ΚΑΤΣΑΡΗ 10,45444,,,
ΝΕΦΕΛΗ,"


18 Χλμ
",4,www.nephelihotel.gr,nephelihotel05@gmail.com,26820-52033,26820-52203,Καστροσυκιά,ΚΑΣΤΡΟΣΥΚΙΑ ΠΡΕΒΕΖΑΣ,481 00,26820-52247,,
ΝΗΣΙΑ ΤΟΥ ΑΙΓΑΙΟΥ,"


0.5 Χλμ
",2,www.hotel-nisiatouaigaiou.gr,info@hotel-nisiatouaigaiou.gr,26660-23000,26660-23004,Παραμυθιά,,462 00,69776-21196,,
ΝΙΚΟ ΟΤΕΛ,"


1 Χλμ
",2,,makislefkada@gmail.com,26820-51457,26820-51844,Κανάλι,ΚΑΝΑΛΙ ΠΡΕΒΕΖΑΣ,481 00,26820-51720,2682-051720,2682-051844
ΝΙΚΟΣ & ΙΟΥΛΙΑ,,3,,info@tsoumanisnikos.gr,2653041983,,Πάπιγκο,,44004,,,
ΝΤΑΛΟΥΖ,"


1.5 Χλμ
",4,www.daluzboutiquehotel.gr,info@daluzboutiquehotel.gr,26820-89220,26820-25920,Ψαθάκι,ΔΩΡΙΔΟΣ 2,481 00,26820-28616,,
ΝΤΕΛΛΑΣ,"


0.5 Χλμ
",2,,tomasntellas@gmail.com,26840-31655,,Πάργα,ΚΕΝΤΡΙΚΗ ΟΔΟΣ ΑΝΘΟΥΣΑ,480 60,,6975-747478,
ΝΤΟΒΙΤΕΛ,"


2 Χλμ
",3,www.dovitelhotel.gr,info@dovitelhotel.gr,26510-81611,26510-81380,Πέραμα,,455 00,26510-81001,,
ΝΤΟΥ ΛΑΚ,"


4 Χλμ
",5,www.hoteldulac.gr,info@hoteldulac.gr,26510-59100,26510-59200,Ιωάννινα,ΚΑΡΟΛΟΥ ΠΑΠΟΥΛΙΑ  &  ΙΚΚΟΥ,452 21,,,
ΝΤΟΥΓΙΑΣ,"


0.05 Χλμ
",1,,,26840-31258,,Πάργα,ΚΑΤΣΩΝΗ 24,480 60,,2265-022417,
ΞΕΝΕΙΟΝ ΤΟΥ Γ. ΜΕΡΑΝΤΖΑ,,3,www.xenion.gr,xenion066@gmail.com,26590-62350,,Πράμαντα,ΤΣΟΠΕΛΑ,440 01,26590-62351,,
ΞΕΝΟΔΟΧΕΙΟ ΛΑΔΙΑ,"


35 Χλμ
",2,www.ladiasmonodendri.com,info@ladiasmonodendri.com,26530-71483,26530-71483,Μονοδένδρι,,440 07,,,
ΞΕΝΟΔΟΧΕΙΟ ΣΤΟ ΒΟΥΝΟ ΤΗΣ ΚΟΝΙΤΣΑΣ,"


3 Χλμ
",4,www.konitsahotel.gr,info@konitsahotel.gr,26550-29390,26550-29391,Κόνιτσα,ΑΝΩ ΚΟΝΙΤΣΑ ΠΛΑΤΑΝΑΚΙΑ,441 00,6932717850,,
ΞΕΝΩΝΑΣ 1800,"


0.15 Χλμ
",3,www.hotel1800.gr,achildimakos@gmail.com,6946502742,26840-32901,Πάργα,ΠΑΡΓΑ ΠΑΡΕΒΕΖΗΣ,480 60,,6946502742,
ΞΕΝΩΝΑΣ ΒΕΡΑ,,3,,emmanve@gmail.com,6946063301,,Δίλοφο,,44007,,,
Ο ΚΑΤΑΡΡΑΚΤΗΣ,"


5 Χλμ
",2,,,26850-51323,,Καταρράκτης,ΚΑΤΑΡΡΑΚΤΗΣ ΑΡΤΑΣ,470 43,,,
Ο ΜΑΧΑΛΑΣ,"


35 Χλμ
",3,www.machalas.gr,info@machalas.gr,26530-71632,26530-71200,Κήποι,,440 07,26530-71976,,
Ο ΞΕΝΩΝΑΣ ΤΟΥ ΝΙΚΟΛΑ,"


29 Χλμ
",4,www.koukouli.com,nikolas@agnibay.com,26530-71721,26630-91369,Κουκκούλι,ΚΟΥΚΟΥΛΙ ΖΑΓΟΡΙΟΥ ΙΩΑΝΝΙΝΩΝ,440 18,26630-91062,,
Ο ΣΤΑΥΡΑΕΤΟΣ,"


20 Χλμ
",4,www.syrrakostavraetos.gr,stauraetos76@yahoo.gr,26510-53296,26510-47802,Συρράκο,ΣΙΡΑΚΟ ΙΩΑΝΝΙΝΩΝ,455 00,26510-47802,,
ΟΛΙΒΙΣΤΑ,,3,,michalisvenetis@gmail.com,6939485252,,Πέρδικα,,46100,,,
ΟΛΥΜΠΙΑΔΑ,"


15 Χλμ
",3,,olympiadahotel@hotmail.com,26820-56577,26820-56015,Παραλία,,481 00,,6932-447053,
ΟΛΥΜΠΙΚ,"


3 Χλμ
",4,www.hotelolymp.gr,info@hotelolymp.gr,26510-25147,26510-22041,Ιωάννινα,ΜΕΛΑΝΙΔΗ 2,453 32,26510-25888,,
ΟΛΥΜΠΙΚ,"


0.8 Χλμ
",2,www.olympic-metsovo.gr,metsovolympic@yahoo.gr,26560-41337,26560-41837,Μέτσοβο,ΣΤΑΝΟΥ 3,442 00,26560-41383,,
ΟΛΥΜΠΙΚ,"


0.1 Χλμ
",4,www.pargaolympic.com,info@pargaolympic.com,26840-31360,26840-32272,Πάργα,ΠΑΡΓΑ,480 60,26840-32360,2684-031360,
ΟΡΙΖΟΝΤΑΣ,,3,www.orizontashotel.gr,info@orizontashotel.gr,26820-54443,26810-24524,Καστροσυκιά,ΚΑΣΤΡΟΣΥΚΙΑ,481 00,,,
ΟΡΙΖΟΝΤΕΣ ΤΖΟΥΜΕΡΚΩΝ,"


57 Χλμ
",5,www.orizontestzoumerkon.gr,info@orizontestzoumerkon.gr,26590-61002,26590-61003,Πράμαντα,ΠΡΑΜΑΝΤΑ,440 01,,,
ΟΡΙΖΩΝ,"


12 Χλμ
",3,www.hotel-horizon.gr,orizon1@otenet.gr,26510-86180,26510-81530,Λιγκιάδες,ΛΥΓΚΙΑΔΕΣ ΙΩΑΝΝΙΝΩΝ,455 00,,,
ΟΡΝΕΛΛΑ,,4,,info@hotelornella.gr,26650-93306,26650-93306,Σύβοτα,ΣΥΒΟΤΑ ΘΕΣΠΡΩΤΙΑΣ,461 00,,,
ΟΣΚΑΡ,"


1 Χλμ
",2,www.hoteloscar-igoumenitsa.gr,parousisoscar@gmail.com,2665023338,26650-23557,Ηγουμενίτσα,ΑΓΙΩΝ ΑΠΟΣΤΟΛΩΝ 31,461 00,2665022675,6974508021,
ΟΥΡΑΝΙΑ,"


1 Χλμ
",2,www.hotelurania.gr,info@hotelurania.gr,26820-89570,26820-27988,Πρέβεζα,ΛΕΩΦ.ΕΙΡΗΝΗΣ 33,481 00,26820-89580,,
ΠΑΙΩΝΙΑ,"


0.2 Χλμ
",4,,,26570-22007,26570-22009,Δελβινάκι,ΔΕΛΒΙΝΑΚΙ ΙΩΑΝΝΙΝΩΝ,440 02,26570-22009,,
ΠΑΛΑΙΟ ΤΕΛΩΝΕΙΟ ΠΛΑΚΑΣ,"


5 Χλμ
",3,www.teloneio.gr,info@teloneio.gr,26850-31006,26850-31006,Άγιος Γεώργιος,,440 13,,,
ΠΑΛΑΤΙΝΟ,,4,www.palatinoparga.gr,hotelpal@otenet.gr,2684031473,2684031042,Πάργα,,48060,,,
ΠΑΛΛΑΔΙΟΝ,"


1.5 Χλμ
",3,www.palladionhotel.gr,palladion@otenet.gr,26510-25856/9,26510-74034,Ιωάννινα,28ΗΣ ΟΚΤΩΒΡΙΟΥ 26,454 44,034601/2,,
ΠΑΝΑΓΙΟΣ,,3,,,2651118492,,Ιωάννινα,ΑΓ.ΚΩΝΣΤΑΝΤΙΝΙΔΗ 21,432 21,,,
ΠΑΝΘΕΟΝ,"


5 Χλμ
",3,www.papigohotel.gr,pantheon.hotel@gmail.com,26530-42239,26530-42249,Πάπιγκο,ΠΑΠΙΓΚΟ ΙΩΑΝΝΙΝΩΝ,440 04,,,
ΠΑΝΟΡΑΜΑ,"


0.5 Χλμ
",3,Www.panoramasivota.gr,info@panoramasivota.gr,26650-93420,2665093549,Σύβοτα,ΣΥΒΟΤΑ ΘΕΣΠΡΩΤΙΑΣ,461 00,,6936-772956,
ΠΑΝΟΡΑΜΑ,"


48 Χλμ
",2,,ipashoy@yahoo.gr,26530-81021,26530-81021,Τσεπέλοβο,,440 10,6974-931245,,
ΠΑΝΟΡΑΜΑ,,1,,vergaschristos@hotmail.com,26840-41330,26840-41287,Αμμουδιά,,480 62,26840-41287,,
ΠΑΝΟΡΑΜΑ,"


0.8 Χλμ
",3,www.konitsapanorama.gr,konitsapanorama@hotmail.gr,26550-23135,26550-23134,Κόνιτσα,ΚΟΝΙΤΣΑ ΙΩΑΝΝΙΝΩΝ,441 00,,,
ΠΑΠΑΕΥΑΓΓΕΛΟΥ,"


50 Χλμ
",2,www.hotelpapaevangelou.gr,georgepapaevangelou@gmail.com,26530-41135,26530-41988,Πάπιγκο,ΠΑΠΙΓΚΟ (ΜΕΓΑΛΟ) ΙΩΑΝΝΙΝΩΝ,440 04,,,
ΠΑΠΠΑΣ,"


12 Χλμ
",2,www.hotel-pappas.gr,doraioannou48@gmail.com,26840-41284,26840-41273,Αμμουδιά,ΑΜΜΟΥΔΙΑ ΠΡΕΒΕΖΗΣ,480 62,,2684-041284,2684-041273
ΠΑΡΑΔΕΙΣΟΣ,"


0.25 Χλμ
",1,www.Ρaradise-Ρalatino.com,hotelpar@otenet.gr,26840-31229,26840-31266,Πάργα,ΠΛ.ΑΓΙΟΥ ΝΙΚΟΛΑΟΥ,480 60,26840-32126,,
ΠΑΡΑΔΕΙΣΟΣ,"


12 Χλμ
",4,www.hotelparadies-eleni.com,info@hotelparadise-eleni.com,26840-41301,26840-41634,Αμμουδιά,ΑΜΜΟΥΔΙΑ ΠΡΕΒΕΖΑΣ,480 62,,,
ΠΑΡΑΛΙΑ ΒΡΑΧΟΥ,"


35 Χλμ
",3,www.vrachosbeachhotel.com,info@vrachosbeachhotel.com,2682056230,,Βράχος,ΒΡΑΧΟΣ ΠΡΕΒΕΖΑΣ,480 62,,00306980835105,
ΠΑΡΙΣ,,1,,,26510-20541,,Ιωάννινα,ΤΣΙΡΙΓΩΤΗ 6,454 44,,,
ΠΑΤΡΙΚΟ,"


2.5 Χλμ
",3,www.patrikoguesthouse.com,,26510-65500,26510-65509,Ιωάννινα,Κ.ΚΑΤΣΑΡΗ 6-8,454 44,,,
ΠΕΡΔΙΚΑ ΘΕΡΕΤΡΟ,"


5 Χλμ
",3,www.perdikaresort.gr,perdikaresort@gmail.com,26650-91580,21-12686762,Πέρδικα,ΚΑΡΑΒΟΣΤΑΣΙ,461 00,6948-318107,2665-041206,21-12686762
ΠΕΡΙΣΤΕΡΩ,"


25 Χλμ
",3,www.hotelperistero.gr,,26550-24147,,Πουρνιά,,441 00,,,
ΠΕΤΡΑΔΙ 1873,"


18 Χλμ
",3,www.petradi1873.gr,info@petradi1873.gr,26590-61561,,Καλαρρύτες,ΚΑΛΑΡΥΤΕΣ ΙΩΑΝΝΙΝΩΝ,440 01,69730-24517,21-08083213,
ΠΕΤΡΙΝΟ,,3,,epag68@otenet.gr,6944545372,,Πετροβούνι,,45500,,,
ΠΕΤΡΟΤΕΧΝΟ,"


40 Χλμ
",3,www.petrotexno.com,petrotexno2014@yahoo.com,26530-81100,26530-81101,Τσεπέλοβο,ΤΣΕΠΕΛΟΒΟ ΙΩΑΝΝΙΝΩΝ,440 10,6976118263,,
ΠΕΤΡΩΤΟ,"


55 Χλμ
",2,,petrotoguesthouse@gmail.com,26530-71107,26510-20235,Φραγκάδες,,440 18,,,
ΠΗΓΕΣ,"


12 Χλμ
",3,www.acheronsprings.gr,info@acheronsprings.gr,2666041300,,Βουβοπόταμος,ΒΟΥΒΟΠΟΤΑΜΟΣ ΠΡΕΒΕΖΗΣ,480 62,,,
ΠΗΓΕΣ ΑΧΕΡΩΝΤΑ,,2,,,26660-41900,,Γλυκή,,460 31,,,
ΠΙΝΟΚΙΟ ΜΙΚΡΟ ΠΑΠΙΓΚΟ,,3,http://pinocchio-hotel.gr,info@pinocchio-hotel.gr,26530-25015,,Μικρό Πάπιγκο,,440 04,26530-25001,,
ΠΛΑΤΑΝΟΣ ΣΤΟ ΚΑΣΤΡΟ,"


1 Χλμ
",3,www.ioannina-traditional-hotels.gr,info@hotelfilyra.gr,6932601240,,Ιωάννινα,ΑΝΔΡΟΝΙΚΟΥ ΠΑΛΑΙΟΛΟΓΟΥ 11,452 21,26510-83560,,
ΠΛΑΤΑΡΙΑ ΡΙΖΟΡΤ,"


2.5 Χλμ
",3,www.platariabeach.gr,info@platariaresort.com,26650-71080,,Πλαταριά,ΠΛΑΤΑΡΙΑ ΗΓΟΥΜΕΝΙΤΣΑΣ,461 00,,,
ΠΟΛΙΤΕΙΑ,"


3 Χλμ
",4,www.etip.gr,info@etip.gr,26510-22235,26510-30090,Ιωάννινα,ΑΝΕΞΑΡΤΗΣΙΑΣ 109,454 44,,,
ΠΟΡΦΥΡΟΝ,"


35 Χλμ
",3,www.porfyron.com,porfyron.hotel@gmail.com,26530-71579,26530-71979,Άνω Πεδινά,ΑΝΩ ΠΕΔΙΝΑ ΙΩΑΝΝΙΝΩΝ,440 07,6945-783290,,
ΠΟΣΕΙΔΩΝ ΠΑΡΑΘΑΛΑΣΣΙΟ,"


18 Χλμ
",3,www.poseidonbeachhotel.gr,posidonb@otenet.gr,26820-51290,26820-51367,Καστροσυκιά,ΚΑΣΤΡΟΣΥΚΙΑ ΠΡΕΒΕΖΗΣ,481 00,26820-51291,,
ΠΡΕΒΕΖΑ ΠΟΛΙΣ,"


0.5 Χλμ
",2,www.masthotels.gr/prevezacity,info@prevezacity.gr,26820-89500,26820-23872,Πρέβεζα,ΛΕΩΦ.ΕΙΡΗΝΗΣ 61,481 00,26820-89501,,
ΠΡΙΓΚΙΠΙΣΣΑ ΛΑΝΑΣΣΑ,"


20 Χλμ
",5,www.hotellanassa.gr,info@hotellanassa.gr,26590-22600,26590-22601,Κωστήτσι,ΚΩΣΤΗΤΣΙ ΙΩΑΝΝΙΝΩΝ,440 13,,2659022600,2659022601
ΠΡΙΜΑ ΒΙΣΤΑ,,4,,primavista.resort@gmail.com,2665097057,,Πέρδικα,,46100,,,
ΠΡΙΜΟΥΛΑ,"


30 Χλμ
",4,www.primoula.gr,primoula@primoula.gr,26530-71133,26530-71131,Άνω Πεδινά,ΑΝΩ ΠΕΔΙΝΑ ΖΑΓΟΡΙΟΥ ΙΩΑΝΝΙΝΩΝ,440 07,,,2651-037228
ΠΡΥΤΑΝΕΙΟ,"


14.05 Χλμ
",3,www.prytaneiohotel.gr,prytaneio.hotel@gmail.com,26510-82006,2651500559,Δωδώνη,,455 00,,,
ΠΥΡΓΟΣ,"


6 Χλμ
",2,,,26850-61393,26850-62264,Μεσόπυργος,,470 47,6974-465348,2685-061393,
ΠΥΡΡΕΙΟΝ,"


30 Χλμ
",4,www.pirrion.gr,info@pirrion.gr,26530-71141,26530-71141,Ασπράγγελοι,ΑΝΩ ΠΕΔΙΝΑ,440 07,6972258545,,
ΡΑΠΤΗΣ,"


0.5 Χλμ
",2,www.apartmentsraptis.gr,rkonstantinos@hotmail.com,26650-93111,26650-93111,Σύβοτα,ΣΥΒΟΤΑ ΘΕΣΠΡΩΤΙΑ,461 00,26650-27132,2665-027132,
ΡΕΖΙ,"


0.6 Χλμ
",3,www.hotel-rezi.gr,hotelrezi@otenet.gr,26840-31680,26840-31627,Πάργα,ΠΑΡΓΑ,480 60,26840-31417,2684-031968,2684-031627
ΡΕΞ,,1,,demetriosgalanos9@gmail.com,6992707054,,Άρτα,ΣΚΟΥΦΑ 9,471 00,,,
ΡΙΒΙΕΡΑ ΠΕΡΔΙΚΑΣ,,3,www.riviera-hotel.gr,rivieraperdika@gmail.com,26650-91191,2265091193,Πέρδικα,ΚΑΡΑΒΟΣΤΑΣΙ,461 00,,,
ΡΟΔΑΜΙ,"


30 Χλμ
",4,www.rodami.gr,dimospaterousis@hotmail.com,26590-22444,26510-47815,Καλέντζι,ΚΑΛΕΝΤΖΙ ΙΩΑΝΝΙΝΩΝ,450 13,26510-47815,,
ΡΟΔΙΑ,,4,www.rodia.gr,info@rodia.gr,2653071695,,Ιωάννινα,,44010,,,
ΡΟΔΟΒΟΛΙ,"


0.2 Χλμ
",3,www.rodovoli.gr,hotelrodovoli@gmail.com,26550-29338,26550-29337,Κόνιτσα,ΝΑΠ. ΖΕΡΒΑ 32,441 00,26550-29337,,
ΡΟΖΑΝΕΑ,,1,www.villarossa.gr,info@villarossa.gr,26840-31237,,Πάργα,ΑΓΙΟΥ ΑΘΑΝΑΣΙΟΥ 4,480 60,,,
ΡΟΝΤΟΒΑΝΙ,"


27 Χλμ
",3,,dematati100@gmail.com,26530-71171,26530-71171,Ελάτη,,440 07,,,
ΡΟΠΤΡΟ,,4,http://roptro.gr,info@roptro.gr,2653041397,,Δολιανά,,44004,,,
ΡΟΥΙΣΤΑ ΤΖΟΥΜΕΡΚΑ,,3,www.rouista.com,info@rouista.com,2685022200,2685022200,Βουργαρέλι,,47045,,,
ΡΟΥΣΤΟ,"


20 Χλμ
",2,www.hotelrousto.com,info@hotelrousto.com,26820-56111,26820-56111,Λούτσα,,480 62,,2684-051159,
ΣΑΒΟΥ,"


0.3 Χλμ
",3,,,26650-23961,,Ηγουμενίτσα,ΒΟΡΕΙΟΥ ΗΠΕΙΡΟΥ 3,461 00,,2665-023592,
ΣΑΖ,,4,www.saz-hotel.com,info@saz-hotel.com,2651078888,26510-22270,Ιωάννινα,28ης Οκτωβρίου 7,45332,,,
ΣΑΛΒΑΤΟΡ,"


2 Χλμ
",4,www.salvator.gr,reservations@salvator.gr,26840-32910,26840-31370,Πάργα,ΠΑΡΓΑ,480 60,2684031987,,
ΣΑΛΒΙΑ,,2,www.konitsathermal.gr,info@konitsathermal.gr,6972509910,,Λουτρά,ΛΟΥΤΡΑ ΑΜΑΡΑΝΤΟΥ,441 00,26550-22012,,
ΣΑΠΦΩ,,4,www.pargabeachhotel.gr,info@pargabeachhotel.gr,2684031410,2684031412,Πάργα,,48060,,2682089007,2682089803
ΣΕΙΡΙΟΣ,"


15 Χλμ
",2,www.siriushotel.gr,info@siriushotel.gr,26820-52406,,Κανάλι,ΚΑΝΑΛΙ ΠΡΑΒΕΖΑΣ,481 00,6980067804,,
ΣΕΛΕΥΚΟΣ,"


1 Χλμ
",4,www.selefkos.gr,info@selefkos.gr,26650-27144,26650-23949,Νέα Σελεύκεια,Ν.ΣΕΛΕΥΚΕΙΑ ΘΕΣΠΡΩΤΙΑΣ,461 00,2665027157,,
ΣΕΛΗΝΗ,"


12 Χλμ
",2,,,26840-41561,,Λούτσα,ΛΟΥΤΣΑ ΠΡΕΒΕΖΑΣ,480 62,,2684-041561,
ΣΕΛΗΝΗ,"


7 Χλμ
",3,,,26530-71350,26530-71471,Βίτσα,ΒΙΤΣΑ ΖΑΓΟΡΙΟΥ ΙΩΑΝΝΙΝΩΝ,440 07,26530-71471,2651-033011,
ΣΕΣΑ,"


15 Χλμ
",3,www.sesahotel.com,info@sesahotel.com,2682052707,26820-51650,Κανάλι,,481 00,2651037973,2651037973,2651079714
ΣΙΑΡΑΒΑ,"


1 Χλμ
",3,,,26510-30820,26510-30273,Ιωάννινα,ΓΑΡΙΒΑΛΔΗ 20,452 21,,,
ΣΙΑΡΜΠΑΣ,"


12 Χλμ
",3,www.siarbashotel.gr,siarbashotel@gmail.com,6978201989,,Παραλία,,480 62,6946018581,6946018581,
ΣΙΓΜΑ,,2,,info@vrachosbeachhotel.com,2682056284,,Βράχος,ΠΑΡΑΛΙΑ ΒΡΑΧΟΥ 0,48100,,,
ΣΟΛ,"


1 Χλμ
",4,www.hotel-sol.eu,contact@hotel-sol.eu,26840-32332,26840-31113,Πάργα,ΡΗΓΑ ΦΕΡΑΙΟΥ 2,480 60,,,
ΣΟΥΛΙ -ΤΟ-,,1,,,000-0000000,,Παραμυθιά,,462 00,,,
ΣΠΥΡΙΔΟΥΛΑ,"


10 Χλμ
",2,www.hotelspiridoula.gr/gr/,hotelspiridoula@gmail.com,26550-25050,,Κλειδωνιά,,441 00,6977929682,,
ΣΠΥΡΟΣ,"


12 Χλμ
",3,,ammoudiahotelspiros@gmail.com,26840-41505,26840-41505,Αμμουδιά,ΑΜΜΟΥΔΙΑ ΠΡΕΒΕΖΗΣ,480 62,,,
ΣΤΑΥΡΟΔΡΟΜΙ,"


0.5 Χλμ
",1,www.stavrodromihotel.gr,hotel@stavrodromihotel.gr,6955216390,,Ηγουμενίτσα,ΣΟΥΛΙΟΥ 16,461 00,,6955216390,
ΣΤΗΣ ΓΙΑΓΙΑΣ ΕΥΓΕΝΙΑΣ,"


32 Χλμ
",3,www.giagiaevgenia.gr,erogoti@gmail.com,26530-71971,26530-71973,Βίτσα,ΒΙΤΣΑ ΖΑΓΟΡΙΟΥ,440 07,6944-861775,,
ΣΤΙΣ ΚΑΜΑΡΕΣ,,3,www.zagori-kamares.gr,tsepelovokamares@gmail.com,2653-081008,26530-81008,Τσεπέλοβο,ΤΣΕΠΕΛΟΒΟ ΙΩΑΝΝΙΝΩΝ,440 10,,,
ΣΥΒΟΤΑ ΓΚΟΛΝΤ,,4,www.sivotagold.gr,SivotaGOLD@gmail.com,26650-93006,26650-93063,Σύβοτα,,461 00,,,
ΣΥΒΟΤΑ ΣΙΣΚΕΪΠ,,3,www.sivota-seascape.gr,info@sivota-seascape.gr,2665091662,2665091662,Πέρδικα,,46100,2665091105,,
ΣΥΒΩΤΑ,"


12 Χλμ
",4,www.hotelsivota.gr,welcome@hotelsivota.gr,26650-93265,26650-93415,Σύβοτα,ΣΥΒΩΤΑ ΘΕΣΠΡΩΤΙΑΣ,461 00,093265,6944124853,2665-093415
ΤΑ ΣΠΙΤΙΑ ΤΟΥ ΣΑΞΩΝΗ,,3,http://saxonis-papigo.gr,info@saxonis-papigo.gr,26530-41615,26530-41891,Πάπιγκο,ΠΑΠΙΓΚΟ ΖΑΓΟΡΙΟΥ,440 04,26530-41890,,
ΤΑΞΙΑΡΧΕΣ,"


1 Χλμ
",3,www.taxiarches.gr,info@taxiarches.gr,26530-41888,26530-42200,Αρίστη,ΑΡΙΣΤΗ ΖΑΓΟΡΙΟΥ,440 04,26530-42200,,
ΤΕΡΨΙΧΟΡΗ,,3,www.arhodiko-tzoufi.gr,terpsihoritz@yahoo.gr,26530-71736,,Καπέσοβο,ΚΑΠΕΣΟΒΟ ΖΑΓΟΡΙΟΥ ΙΩΑΝΝΙΝΩΝ,440 10,6939-503993,,
ΤΕΧΝΗ ΔΙΑΚΟΣΜΗΣΗΣ,,4,,,6937-410350,,Δικόρυφο,ΔΙΚΟΡΥΦΟ ΙΩΑΝΝΙΝΩΝ,440 07,,,
